Date,Open,High,Low,Close,Shares Traded,Turnover
25-Oct-19,11646.15,11646.9,11490.75,11583.9,812027840,23611.51
27-Oct-19,11662.25,11672.4,11604.6,11627.15,161779004,3548.21
29-Oct-19,11643.95,11809.4,11627.35,11786.85,951722529,27054.87
30-Oct-19,11883.9,11883.95,11784.45,11844.1,725219760,22672.18
31-Oct-19,11890.45,11945,11855.1,11877.45,1414837250,31304.73
1-Nov-19,11886.6,11918.3,11843.35,11890.6,855338495,24933.55
4-Nov-19,11928.9,11989.15,11905.35,11941.3,823050457,23203.88
5-Nov-19,11974.6,11978.95,11861.9,11917.2,631952071,20995.88
6-Nov-19,11911.5,12002.9,11850.25,11966.05,603351290,23324.97
7-Nov-19,12021.1,12021.4,11946.85,12012.05,562963817,20898.24
8-Nov-19,11987.15,12034.15,11888.75,11908.15,789254360,22931.52
11-Nov-19,11879.2,11932.65,11853.95,11913.45,548979515,16548.47
13-Nov-19,11908.3,11946.8,11823.2,11840.45,659035969,20401.5
14-Nov-19,11858.75,11895.65,11802.65,11872.1,559494025,19114.86
15-Nov-19,11904.2,11973.65,11879.25,11895.45,580154179,22350.63
18-Nov-19,11915.15,11946.2,11867.6,11884.5,514352437,17991.41
19-Nov-19,11919.45,11958.85,11881.75,11940.1,613909679,21574.84
20-Nov-19,12004.75,12038.6,11966.05,11999.1,646661147,24341.14
21-Nov-19,12025.65,12028.2,11956.9,11968.4,557685781,21609.99
22-Nov-19,11967.3,11968.1,11883.5,11914.4,486815185,19243.57
25-Nov-19,11922.45,12084.5,11919.75,12073.75,534289467,19990.44
26-Nov-19,12110.2,12132.45,12006.35,12037.7,1201335831,46030.62
27-Nov-19,12068.5,12114.9,12055.15,12100.7,584226618,19937.4
28-Nov-19,12132.1,12158.8,12099.95,12151.15,620479403,21229.58
29-Nov-19,12146.2,12147.4,12017.4,12056.05,804430391,21838.04
2-Dec-19,12137.05,12137.15,12023.7,12048.2,720945335,23113.18
3-Dec-19,12067.65,12068.6,11956.4,11994.2,605789334,18203.76
4-Dec-19,11969.95,12054.7,11935.3,12043.2,747193818,22132.83
5-Dec-19,12071.25,12081.2,11998.75,12018.4,562228745,19589.81
6-Dec-19,12047.35,12057.05,11888.85,11921.5,609221205,18245.49
9-Dec-19,11939.1,11981.95,11888.05,11937.5,599115748,16672.87
10-Dec-19,11950.5,11953.2,11844.7,11856.8,650219487,16514.63
11-Dec-19,11867.35,11923.2,11832.3,11910.15,997655048,18760.57
12-Dec-19,11944.3,12005.5,11934,11971.8,752617138,18401.22
13-Dec-19,12026.4,12098.85,12023.6,12086.7,597712516,20626.8
16-Dec-19,12131.35,12134.65,12046.3,12053.95,437703921,16110.34
17-Dec-19,12082.45,12182.75,12070.35,12165,499585789,20968.79
18-Dec-19,12197,12237.7,12163.45,12221.65,518854651,22341.06
19-Dec-19,12223.4,12268.35,12191.15,12259.7,623049839,19761.9
20-Dec-19,12266.45,12293.9,12252.75,12271.8,810676090,25750.24
23-Dec-19,12235.45,12287.15,12213.25,12262.75,604782354,18078.23
24-Dec-19,12269.25,12283.7,12202.1,12214.55,470290298,13864.56
26-Dec-19,12211.85,12221.55,12118.85,12126.55,520326632,16362.31
27-Dec-19,12172.9,12258.45,12157.9,12245.8,383788556,13676.2
30-Dec-19,12274.9,12286.45,12213.8,12255.85,411084614,14556.73
31-Dec-19,12247.1,12247.1,12151.8,12168.45,426931711,14812.89
1-Jan-20,12202.15,12222.2,12165.3,12182.5,304078039,10445.68
2-Jan-20,12198.55,12289.9,12195.25,12282.2,407697594,15256.55
3-Jan-20,12261.1,12265.6,12191.35,12226.65,428770054,16827.27
6-Jan-20,12170.6,12179.1,11974.2,11993.05,396501419,16869.22
7-Jan-20,12079.1,12152.15,12005.35,12052.95,447818617,17797.68
8-Jan-20,11939.1,12044.95,11929.6,12025.35,445991640,18281.15
9-Jan-20,12153.15,12224.05,12132.55,12215.9,477469878,18456.64
10-Jan-20,12271,12311.2,12213.2,12256.8,660627930,18818.62
13-Jan-20,12296.7,12337.75,12285.8,12329.55,500968242,17522.13
14-Jan-20,12333.1,12374.25,12308.7,12362.3,616260555,17948.92
15-Jan-20,12349.4,12355.15,12278.75,12343.3,684352965,17882.51
16-Jan-20,12347.1,12389.05,12315.8,12355.5,395670245,16004.06
17-Jan-20,12328.4,12385.45,12321.4,12352.35,502060615,21397.63
20-Jan-20,12430.5,12430.5,12216.9,12224.55,491609317,21415.43
21-Jan-20,12195.3,12230.05,12162.3,12169.85,443976442,18682.65
22-Jan-20,12218.35,12225.05,12087.9,12106.9,526294513,19758.68
23-Jan-20,12123.75,12189,12094.1,12180.35,867653663,23829.39
24-Jan-20,12174.55,12272.15,12149.65,12248.25,593237908,18032.27
27-Jan-20,12197.1,12216.6,12107,12119,441158138,17988.61
28-Jan-20,12148.1,12163.55,12024.5,12055.8,478484057,20917.62
29-Jan-20,12114.9,12169.6,12103.8,12129.5,514362340,20646.18
30-Jan-20,12147.75,12150.3,12010.6,12035.8,538138743,19372.67
31-Jan-20,12100.4,12103.55,11945.85,11962.1,771278258,26044.91
1-Feb-20,11939,12017.35,11633.3,11661.85,537634767,20598.12
3-Feb-20,11627.45,11749.85,11614.5,11707.9,669815788,25415.26
4-Feb-20,11786.25,11986.15,11783.4,11979.65,560430291,22338.5
5-Feb-20,12005.85,12098.15,11953.35,12089.15,758032580,22998.05
6-Feb-20,12120,12160.6,12084.65,12137.95,565116236,21735.92
7-Feb-20,12151.15,12154.7,12073.95,12098.35,473475144,16339.61
10-Feb-20,12102.35,12103.55,11990.75,12031.5,525674715,17185.14
11-Feb-20,12108.4,12172.3,12099,12107.9,480491557,16209.52
12-Feb-20,12151,12231.75,12144.3,12201.2,412399174,16598.33
13-Feb-20,12219.55,12225.65,12139.8,12174.65,501510138,16315.27
14-Feb-20,12190.15,12246.7,12091.2,12113.45,623053270,20759.51
17-Feb-20,12131.8,12159.6,12037,12045.8,455412408,15439.55
18-Feb-20,12028.25,12030.75,11908.05,11992.5,677307424,18853
19-Feb-20,12090.6,12134.7,12042.1,12125.9,514030605,17610.89
20-Feb-20,12119,12152,12071.45,12080.85,502875583,18831.51
24-Feb-20,12012.55,12012.55,11813.4,11829.4,491224913,19421.04
25-Feb-20,11877.5,11883.05,11779.9,11797.9,461349973,18510.82
26-Feb-20,11738.55,11783.25,11639.6,11678.5,567990976,21887.07
27-Feb-20,11661.25,11663.85,11536.7,11633.3,609266324,21623.47
28-Feb-20,11382,11384.8,11175.05,11201.75,810523106,32297.15
2-Mar-20,11387.35,11433,11036.25,11132.75,681148567,24204.55
3-Mar-20,11217.55,11342.25,11152.55,11303.3,696919348,23281.2
4-Mar-20,11351.35,11356.6,11082.15,11251,798021596,26928.46
5-Mar-20,11306.05,11389.5,11244.6,11269,1353209029,26980.65
6-Mar-20,10942.65,11035.1,10827.4,10989.45,1811564187,26455.29
9-Mar-20,10742.05,10751.55,10294.45,10451.45,1566119057,35151.79
11-Mar-20,10334.3,10545.1,10334,10458.4,1219079693,32548.47
12-Mar-20,10039.95,10040.75,9508,9590.15,1344263317,39283.97
13-Mar-20,9107.6,10159.4,8555.15,9955.2,1389061775,44167.89
16-Mar-20,9587.8,9602.2,9165.1,9197.4,898523271,29181.8
17-Mar-20,9285.4,9403.8,8915.6,8967.05,936185892,28004.16
18-Mar-20,9088.45,9127.55,8407.05,8468.8,1517275761,39256.71
19-Mar-20,8063.3,8575.45,7832.55,8263.45,926508824,34274.23
20-Mar-20,8284.45,8883,8178.2,8745.45,1072263600,37321.25
23-Mar-20,7945.7,8159.25,7583.6,7610.25,654151814,23891.9
24-Mar-20,7848.3,8036.95,7511.1,7801.05,739354439,28282.09
25-Mar-20,7735.15,8376.75,7714.75,8317.85,738114713,28482.01
26-Mar-20,8451,8749.05,8304.9,8641.45,866534643,32228.31
27-Mar-20,8949.1,9038.9,8522.9,8660.25,801923401,31336.86
30-Mar-20,8385.95,8576,8244,8281.1,593953051,24724.44
31-Mar-20,8529.35,8678.3,8358,8597.75,713390935,27401.3
1-Apr-20,8584.1,8588.1,8198.35,8253.8,507509685,21307.3
3-Apr-20,8356.55,8356.55,8055.8,8083.8,697752438,26561.18
7-Apr-20,8446.3,8819.4,8360.95,8792.2,815245226,35206.69
8-Apr-20,8688.9,9131.7,8653.9,8748.75,897562690,37641.68
9-Apr-20,8973.05,9128.35,8904.55,9111.9,743036134,32907.82
13-Apr-20,9103.95,9112.05,8912.4,8993.85,644468815,26749.06
15-Apr-20,9196.4,9261.2,8874.1,8925.3,880159358,41878.64
16-Apr-20,8851.25,9053.75,8821.9,8992.8,720116479,31318.29
17-Apr-20,9323.45,9324,9091.35,9266.75,684910520,33334.73
20-Apr-20,9390.2,9390.85,9230.8,9261.85,726364699,28620.91
21-Apr-20,9016.95,9044.4,8909.4,8981.45,655122903,28273.89
22-Apr-20,9026.75,9209.75,8946.25,9187.3,734383388,33981.82
23-Apr-20,9232.35,9343.6,9170.15,9313.9,666650462,30270.55
24-Apr-20,9163.9,9296.9,9141.3,9154.4,659439249,32859.05
27-Apr-20,9259.7,9377.1,9250.35,9282.3,512793298,26696.54
28-Apr-20,9389.8,9404.4,9260,9380.9,614548983,30091.41
29-Apr-20,9408.6,9599.85,9392.35,9553.35,653026950,31673.23
30-Apr-20,9753.5,9889.05,9731.5,9859.9,931173802,39332.46
4-May-20,9533.5,9533.5,9266.95,9293.5,687487134,29785.95
5-May-20,9429.4,9450.9,9190.75,9205.6,725196178,29700.2
6-May-20,9226.8,9346.9,9116.5,9270.9,722185448,30798.1
7-May-20,9234.05,9277.85,9175.9,9199.05,708740416,59705.53
8-May-20,9376.95,9382.65,9238.2,9251.5,609053504,30743.45
11-May-20,9348.15,9439.9,9219.95,9239.2,704647074,31048.47
12-May-20,9168.85,9240.85,9043.95,9196.55,805458787,37706.27
13-May-20,9584.2,9584.5,9351.1,9383.55,846395245,36488.9
14-May-20,9213.95,9281.1,9119.75,9142.75,602555564,29541.59
15-May-20,9182.4,9182.4,9050,9136.85,575857112,25847.33
18-May-20,9158.3,9158.3,8806.75,8823.25,772983297,33347.46
19-May-20,8961.7,9030.35,8855.3,8879.1,762152894,32026.94
20-May-20,8889.15,9093.8,8875.35,9066.55,622308140,30721.99
21-May-20,9079.45,9178.55,9056.1,9106.25,631542699,28303.51
22-May-20,9067.9,9149.6,8968.55,9039.25,675759336,31625.47
26-May-20,9099.75,9161.65,8996.65,9029.05,654959960,30871.59
27-May-20,9082.2,9334,9004.25,9314.95,763492487,34603.88
28-May-20,9364.95,9511.25,9336.5,9490.1,837911425,37761.91
29-May-20,9422.2,9598.85,9376.9,9580.3,967005438,45006.25
1-Jun-20,9726.85,9931.6,9706.95,9826.15,794183122,38096.92
2-Jun-20,9880.85,9995.6,9824.05,9979.1,770192848,36723.11
3-Jun-20,10108.3,10176.2,10035.55,10061.55,794664422,38343.61
4-Jun-20,10054.25,10123.85,9944.25,10029.1,775106567,36399.04
5-Jun-20,10093.8,10177.8,10040.75,10142.15,987122302,37824.63
8-Jun-20,10326.75,10328.5,10120.25,10167.45,936485541,37819.06
9-Jun-20,10181.15,10291.15,10021.45,10046.65,754217460,36201.05
10-Jun-20,10072.6,10148.75,10036.85,10116.15,632383068,28485.47
11-Jun-20,10094.1,10112.05,9885.05,9902,715453486,30813.85
12-Jun-20,9544.95,9996.05,9544.35,9972.9,796306399,36505.77
15-Jun-20,9919.35,9943.35,9726.35,9813.7,716053036,31926.65
16-Jun-20,10014.8,10046.15,9728.5,9914,899895044,36257.89
17-Jun-20,9876.7,10003.6,9833.8,9881.15,685418390,30700.69
18-Jun-20,9863.25,10111.2,9845.05,10091.65,622895963,28594.32
19-Jun-20,10119,10272.4,10072.65,10244.4,892096343,48103.56
22-Jun-20,10318.75,10393.65,10277.6,10311.2,685385093,35529.8
23-Jun-20,10347.95,10484.7,10301.75,10471,669195109,34148.13
24-Jun-20,10529.25,10553.15,10281.95,10305.3,854799801,41394.45
25-Jun-20,10235.55,10361.8,10194.5,10288.9,994190886,41726.07
26-Jun-20,10378.9,10409.85,10311.25,10383,671910159,31841.68
29-Jun-20,10311.95,10337.95,10223.6,10312.4,574544482,27019.46
30-Jun-20,10382.6,10401.05,10267.35,10302.1,556238560,27342.55
1-Jul-20,10323.8,10447.05,10299.6,10430.05,573550127,28736.28
2-Jul-20,10493.05,10598.2,10485.55,10551.7,597423931,31235.17
3-Jul-20,10614.95,10631.3,10562.65,10607.35,525190704,25186.39
6-Jul-20,10723.85,10811.4,10695.1,10763.65,571212914,29857.54
7-Jul-20,10802.85,10813.8,10689.7,10799.65,636764929,36502.37
8-Jul-20,10818.65,10847.85,10676.55,10705.75,767941333,37676.34
9-Jul-20,10755.55,10836.85,10733,10813.45,618652409,31315.87
10-Jul-20,10764.1,10819.4,10713,10768.05,590705425,31557.58
13-Jul-20,10851.85,10894.05,10756.05,10802.7,554050579,30606.3
14-Jul-20,10750.85,10755.65,10562.9,10607.35,532368699,30902.47
15-Jul-20,10701,10827.45,10577.75,10618.2,715901258,42376.03
16-Jul-20,10706.2,10755.3,10595.2,10739.95,694402635,41453.95
17-Jul-20,10752,10933.45,10749.65,10901.7,676881092,35592.83
20-Jul-20,10999.45,11037.9,10953,11022.2,554306867,32738.64
21-Jul-20,11126.1,11179.55,11113.25,11162.25,771998838,42461.89
22-Jul-20,11231.2,11238.1,11056.55,11132.6,765074288,41068.72
23-Jul-20,11135,11239.8,11103.15,11215.45,621575333,32744.93
24-Jul-20,11149.95,11225.4,11090.3,11194.15,678935175,40217.17
27-Jul-20,11225,11225,11087.85,11131.8,588148687,34539.73
28-Jul-20,11154.1,11317.75,11151.4,11300.55,683891350,38677.47
29-Jul-20,11276.9,11341.4,11149.75,11202.85,600726301,38726.02
30-Jul-20,11254.3,11299.95,11084.95,11102.15,677761342,39150.44
31-Jul-20,11139.5,11150.4,11026.65,11073.45,642560311,36220.09
3-Aug-20,11057.55,11058.05,10882.25,10891.6,680929323,31149.94
4-Aug-20,10946.65,11112.25,10908.1,11095.25,625738313,35357.96
5-Aug-20,11155.75,11225.65,11064.05,11101.65,667639446,34894.58
6-Aug-20,11185.7,11256.8,11127.3,11200.15,600374615,31501.08
7-Aug-20,11186.65,11231.9,11142.05,11214.05,452629891,27054.43
10-Aug-20,11270.25,11337.3,11238,11270.15,491999534,29108.25
11-Aug-20,11322.25,11373.6,11299.15,11322.5,586084846,30314.89
12-Aug-20,11289,11322,11242.65,11308.4,609858960,28088.09
13-Aug-20,11334.85,11359.3,11269.95,11300.45,562355175,26500.52
14-Aug-20,11353.3,11366.25,11111.45,11178.4,645109756,31059.23
17-Aug-20,11248.9,11267.1,11144.5,11247.1,633963958,27468.67
18-Aug-20,11259.8,11401.7,11253.15,11385.35,579242492,27267.51
19-Aug-20,11452.15,11460.35,11394.1,11408.4,626217997,27528.12
20-Aug-20,11317.45,11361.45,11289.8,11312.2,791587770,27676.18
21-Aug-20,11409.65,11418.5,11362.2,11371.6,668719170,26294.26
24-Aug-20,11412,11497.25,11410.65,11466.45,532900535,28920.84
25-Aug-20,11513.1,11525.9,11423.35,11472.25,638152608,28742.82
26-Aug-20,11512.85,11561.75,11461.85,11549.6,743442521,34852.01
27-Aug-20,11609.3,11617.35,11540.6,11559.25,719776490,31580.61
28-Aug-20,11602.95,11686.05,11589.4,11647.6,806997707,39349.92
31-Aug-20,11777.55,11794.25,11325.85,11387.5,1371789450,61668.55
1-Sep-20,11464.3,11553.55,11366.9,11470.25,783769555,36752.54
2-Sep-20,11478.55,11554.75,11430.4,11535,593494423,27454.65
3-Sep-20,11566.2,11584.95,11507.65,11527.45,607115212,26868.26
4-Sep-20,11354.4,11452.05,11303.65,11333.85,681338905,31746.86
7-Sep-20,11359.6,11381.15,11251.7,11355.05,560322964,25959.82
8-Sep-20,11378.55,11437.25,11290.45,11317.35,572239350,27979.7
9-Sep-20,11218.6,11298.15,11185.15,11278,728880693,32660.67
10-Sep-20,11363.3,11464.05,11327.4,11449.25,679419973,39239.1
11-Sep-20,11447.8,11493.5,11419.9,11464.45,554789157,29614.09
14-Sep-20,11540.15,11568.9,11383.55,11440.05,642270123,33996.94
15-Sep-20,11487.2,11535.95,11442.25,11521.8,506667239,28054.51
16-Sep-20,11538.45,11618.1,11516.75,11604.55,527804775,27629.71
17-Sep-20,11539.4,11587.2,11498.5,11516.1,517729494,29674.95
18-Sep-20,11584.1,11584.1,11446.1,11504.95,764154094,48698.68
21-Sep-20,11503.8,11535.25,11218.5,11250.55,602851737,37213.23
22-Sep-20,11301.75,11302.2,11084.65,11153.65,672249921,36296.49
23-Sep-20,11258.75,11259.55,11024.4,11131.85,714925847,35542.98
24-Sep-20,11011,11015.3,10790.2,10805.55,706139506,33623.71
25-Sep-20,10910.4,11072.6,10854.85,11050.25,559597322,31122.18
28-Sep-20,11140.85,11239.35,11099.85,11227.55,472777324,24361.17
29-Sep-20,11288.6,11305.4,11181,11222.4,498295735,26875.14
30-Sep-20,11244.45,11295.4,11184.55,11247.55,499343849,28134.77
1-Oct-20,11364.45,11428.6,11347.05,11416.95,447740006,26212.72
5-Oct-20,11487.8,11578.05,11452.3,11503.35,530597393,31341.55
6-Oct-20,11603.45,11680.3,11564.3,11662.4,561444728,30373.65
7-Oct-20,11679.25,11763.05,11629.35,11738.85,513367516,32935.98
8-Oct-20,11835.4,11905.7,11791.15,11834.6,608768573,38677.49
9-Oct-20,11852.05,11938.6,11805.2,11914.2,611079482,34546.8
12-Oct-20,11973.55,12022.05,11867.2,11930.95,522627571,26586.47
13-Oct-20,11934.65,11988.2,11888.9,11934.5,458304851,29403.22
14-Oct-20,11917.4,11997.2,11822.15,11971.05,569245407,29940.62
15-Oct-20,12023.45,12025.45,11661.3,11680.35,608865041,35175.92
16-Oct-20,11727.4,11789.75,11667.85,11762.45,555764762,30439.19
19-Oct-20,11879.2,11898.25,11820.4,11873.05,541420990,29888.6
20-Oct-20,11861,11949.25,11837.25,11896.8,453560934,28367.34
21-Oct-20,11958.55,12018.65,11775.75,11937.65,623658140,37477.13
22-Oct-20,11890,11939.55,11823.45,11896.45,544901152,33013.17
23-Oct-20,11957.9,11974.55,11908.75,11930.35,502340361,27424.61
26-Oct-20,11937.4,11942.85,11711.7,11767.75,519815905,29316.02
27-Oct-20,11807.1,11899.05,11723,11889.4,616318543,37989.97
28-Oct-20,11922.6,11929.4,11684.85,11729.6,704018608,37025.89
29-Oct-20,11633.3,11744.15,11606.45,11670.8,554959844,30436.6
